Created on,author,is_retweet,is_reply,tweet_id,tweet_body,language,likes,retweet_count,source,medias,user_mentioned,urls,hashtags,symbols
Thu Sep 15 13:45:36 +0000 2022,Trade_ADX,False,False,1570408493177507845,"#DowJones Right on the edge of long term support.

I know many are saying that #Nifty is well and truly de-coupled from US market, but the moot question is how long can it continue to be so, if US markets keep breaking down.



#DJIA https://t.co/tmRphoAoRj",en,3,,Twitter Web App, https://twitter.com/Trade_ADX/status/1570408493177507845/photo/1;,,, DowJones; Nifty; DJIA;,
Wed Sep 14 12:37:41 +0000 2022,Chris Perruna,False,False,1570029013275377668,"Market Bottoms, following major drops often happen during a period of heavy volatility.

For example: 
- Oct 2008
- Nov 2008
- Mar 2020

Notice the large up &amp; down days on the $DJIA, a 3%+ swing in each direction, many times over a several week period.

Will we get this in 2022? https://t.co/KKKb4VYvL1",en,130,22,Twitter Web App, https://twitter.com/cperruna/status/1570029013275377668/photo/1; https://twitter.com/cperruna/status/1570029013275377668/photo/1; https://twitter.com/cperruna/status/1570029013275377668/photo/1;,,,,"[{'text': 'DJIA', 'indices': [180, 185]}]"
Thu Sep 15 19:30:29 +0000 2022,KD ~ de la merge,False,True,1570495286472224771,"@Th3yCallMeDev It depends on how realistic your price targets are, your main risk here is opportunity cost

For example timed selling my stocks in March 2020 at market top (~29,000 DJIA), but my price target to buy back in was 18,000 (DJIA) and the market bottomed at ~19k..",en,1,,Twitter for iPhone,, Th3yCallMeDev;,,,
Tue Sep 13 15:41:43 +0000 2022,$,False,False,1569712938491035649,"$DJIA M15 $YM_F
First targets hit  https://t.co/ghGynx7UGu",en,10,,Twitter Web App, https://twitter.com/JoeChartingStar/status/1569712938491035649/photo/1;,,,,"[{'text': 'DJIA', 'indices': [0, 5]}, {'text': 'YM_F', 'indices': [10, 15]}]"
Wed Sep 14 15:34:17 +0000 2022,"Ashish H Kyal, Author",False,False,1570073458830381057,"#Nifty showed sharp recovery today but US DJIA remains concern, everyone talking about decoupling but history shows otherwise, If US continues to collapse money will flow out of emerging markets also, these are medium term views if tomorrow rally happens don't say it doesn't work",en,69,3,Twitter for Android,,,, Nifty;,
Fri Sep 16 00:37:19 +0000 2022,Billionaireclubcollc.com,False,False,1570572505898795009,FedEx CEO says he expects the economy to enter a worldwide recession https://t.co/TSgpYwkhLK   $FDX $SPY $DJIA $QQQ $USP,en,2,1,StockTwits Web,,, https://www.billionaireclubcollc.com/fedex-ceo-says-he-expects-the-economy-to-enter-a-worldwide-recession/;,,"[{'text': 'FDX', 'indices': [97, 101]}, {'text': 'SPY', 'indices': [102, 106]}, {'text': 'DJIA', 'indices': [107, 112]}, {'text': 'QQQ', 'indices': [113, 117]}, {'text': 'USP', 'indices': [118, 122]}]"
Tue Sep 13 19:45:27 +0000 2022,"Favilo, CFA | Journey to Wealth",False,False,1569774279318982656,"#DowJones #HeadandShoulders 
#Bearish $DJIA #DJIA 
CMP 31050
Target comes to 27000, earlier low 29650 https://t.co/FAYdFbnA7h",en,11,1,Twitter for iPhone, https://twitter.com/FaviloF/status/1569774279318982656/photo/1;,,, DowJones; HeadandShoulders; Bearish; DJIA;,"[{'text': 'DJIA', 'indices': [38, 43]}]"
Mon Sep 12 13:23:21 +0000 2022,Merriman Market Analyst,False,False,1569315732692910082,Fridays gap up in DJIA is a game changer. If prices close below gap it may be another game changer heading into Jupiters double semi-square to Sat/Uranus last two weeks of Sep. Metals too headed into then. Only impediment is the Trickster.,en,29,6,Twitter for iPhone,,,,,
Mon Sep 12 15:51:49 +0000 2022,$,False,False,1569353093925720065,"$DJIA M15 $CASH
Hope for the bears https://t.co/fRPwZydCnu",en,24,,Twitter Web App, https://twitter.com/JoeChartingStar/status/1569353093925720065/photo/1;,,,,"[{'text': 'DJIA', 'indices': [0, 5]}, {'text': 'CASH', 'indices': [10, 15]}]"
Tue Sep 13 18:19:16 +0000 2022,Zombie Hunter,False,False,1569752587666182144,DJIA is now down 907.35 points!!!,en,5,1,Twitter for iPhone,,,,,
Wed Sep 07 08:32:57 +0000 2022,Dr. Fred DiUlus: Online Education Pioneer,False,False,1567430710432071686,"Time for real. 
Current ONE party rule since 01/20/20. 
DJIA has dived 10% (-3000+ pts) 
Inflation tripled, deep recession on way.
Illegals now at 2 to3 mill &amp; climbing. 
Schools in chaos / take yrs to recover, pronouns, CRT, gender identity priorities
Rulers preoccupied w TDS! https://t.co/I8qu3uAsTF",en,113,22,Twitter Web App, https://twitter.com/BestWorstOnline/status/1567430710432071686/photo/1;,,,,
Thu Sep 15 18:43:22 +0000 2022,Vik Soien,False,False,1570483430156009472,After Powell ultra dovish word from #FOMC $DJIA https://t.co/0NWRvI0L5g,en,3,,Twitter Web App, https://twitter.com/VSoien/status/1570483430156009472/photo/1;,,, FOMC;,"[{'text': 'DJIA', 'indices': [42, 47]}]"
Tue Sep 13 18:42:35 +0000 2022,TTBK,False,False,1569758455262576641,DJIA currently down just over 1000 pts on the day,en,1,3,TweetDeck,,,,,
Thu Sep 15 03:37:03 +0000 2022, Pawan Maheshwari,False,False,1570255346584932354,#dowjones is showing positive divergence on chart. Dip towards 30600 is possible.  #DJIA should bounce from here or 30600 and move towards 38000+ in coming months. View will be negated if $djia closes below 30340 on DCB. https://t.co/kpupyHIMpa,en,1,1,Twitter Web App, https://twitter.com/TukkaNomist/status/1570255346584932354/photo/1; https://twitter.com/TukkaNomist/status/1570255346584932354/photo/1;,,, dowjones; DJIA;,"[{'text': 'djia', 'indices': [188, 193]}]"
Wed Sep 14 00:56:34 +0000 2022,Don Carlo,False,False,1569852572277555200,$DJIA couldnt agree more lmaooooooo,en,2,,Twitter for iPhone,,,,,"[{'text': 'DJIA', 'indices': [0, 5]}]"
Thu Sep 15 14:10:25 +0000 2022,BTC5Ever,False,False,1570414738378563588,"#Bitcoin Gaussian Check In:

Many would note the past 2 Gaussian dips and say that they're identical, and thus we're heading up.

But when comparing to the DJIA over the same timeframe--and considering this is $BTC's first recession locked with DJIA--the differences are obvious. https://t.co/J9Z9kNqB6A",en,4,1,Twitter Web App, https://twitter.com/BTC5EVER/status/1570414738378563588/photo/1; https://twitter.com/BTC5EVER/status/1570414738378563588/photo/1;,,, Bitcoin;,"[{'text': 'BTC', 'indices': [210, 214]}]"
Tue Sep 13 14:44:38 +0000 2022,Zombie Hunter,False,False,1569698576242020354,Inflation is going higher and the DJIA is now down 829.82 points!!,en,6,3,Twitter for iPhone,,,,,
Tue Sep 13 20:00:02 +0000 2022,Planet Ponzi,False,False,1569777948281929733,"It Begins. 

Joe Biden's #Inflation And Economic Policies See U.S. Recession Deepening.

What It Looks Like When Impotent Central Banks Lose Control.

U.S. #Stocks See Worst Day in 2022
S%P 500 Dives  180 Points 4.4%
#Nasdaq Craters 650 Points 5.2%
#DJIA Plummets 1,300 Points https://t.co/tg6If8g9VK",en,22,16,Twitter Web App, https://twitter.com/PlanetPonzi/status/1569777948281929733/photo/1;,,, Inflation; Stocks; Nasdaq; DJIA;,
Thu Sep 15 23:43:50 +0000 2022,OmenQ,False,True,1570559042816442369,@laughingmantwit @WhiteHouse The DJIA is currently higher than at any point in Trumps presidency.,en,3,1,Twitter for iPad,, laughingmantwit; WhiteHouse;,,,
Fri Sep 09 09:11:52 +0000 2022,$,False,False,1568165280794267649,"$DJIA M5 $YM_F
The 100% target of W-C got hit which matched the green targetline very nicely. The red WW wedge looks kind of funny but it fits my cycle. If that thing fires, I'll be silent for a while... https://t.co/sB74uy9PPi",en,22,1,Twitter Web App, https://twitter.com/JoeChartingStar/status/1568165280794267649/photo/1;,,,,"[{'text': 'DJIA', 'indices': [0, 5]}, {'text': 'YM_F', 'indices': [9, 14]}]"
Tue Sep 13 13:44:07 +0000 2022,Naresh Nambisan/ ,False,False,1569683344648208385,"#DowJones  at 3.30 pm +200
#DowJones  at 7pm - 600
#DJIA #NASDAQ $INDU #Investing #Stockmarket 

Traders reaction seeing the above https://t.co/tTVP2wzwIC",en,40,3,Twitter Web App, https://twitter.com/nareshbahrain/status/1569683344648208385/photo/1;,,, DowJones; DowJones; DJIA; NASDAQ; Investing; Stockmarket;,"[{'text': 'INDU', 'indices': [69, 74]}]"
Mon Sep 12 13:54:42 +0000 2022,President Biden,False,False,1569323621306228744,"Make It in America is no longer just a slogan.

I designed an economic plan where it is a reality.",en,54280,8141,The White House,,,,,
Thu Sep 15 23:02:52 +0000 2022,STOCKMASTER2000,False,False,1570548735217926144,2- OFVWHATS NOW A 3 PART #UNCLEJAY SPECIAL #BIDEN ELEPHANTS AMD HOW TONREAD THE TEALEAVES #CHINA #INDIA #COVID MADNESS HAS CAUSED IN PARTS OF THE DEVELOPING WORLD GENERATIONAL WEALTH DESTRUCTION! #POWELL AND THE #FED MUST BE STOPPED #PONZI  #REALESTATE $DJIA $SPY https://t.co/RchlygFwL2,en,2,3,Twitter for iPhone, https://twitter.com/STOCKMASTERJAY/status/1570548735217926144/video/1;,,, UNCLEJAY; BIDEN; CHINA; INDIA; COVID; POWELL; FED; PONZI; REALESTATE;,"[{'text': 'DJIA', 'indices': [253, 258]}, {'text': 'SPY', 'indices': [259, 263]}]"
Fri Sep 16 00:48:58 +0000 2022,Cuban Value Investor,False,False,1570575437608394752,"China blocked google and meta (former Facebook) $googl $goog $meta. But in United States everyone is sending data to Beijing via Tik Tok, why this sound so stupid to me? @POTUS @tedcruz @FTC . US lawmakers dont really care about national security risks $spy $qqq $djia #bantiktok",en,1,,Twitter for iPhone,, POTUS; tedcruz; FTC;,, bantiktok;,"[{'text': 'googl', 'indices': [48, 54]}, {'text': 'goog', 'indices': [55, 60]}, {'text': 'meta', 'indices': [61, 66]}, {'text': 'spy', 'indices': [254, 258]}, {'text': 'qqq', 'indices': [259, 263]}, {'text': 'djia', 'indices': [264, 269]}]"
Wed Sep 14 07:31:15 +0000 2022,$,False,False,1569951900270825476,"$DJIA M15 $CASH #DowJones 
Done  https://t.co/D6tqg9bjLd",en,28,,Twitter Web App, https://twitter.com/JoeChartingStar/status/1569951900270825476/photo/1;,,, DowJones;,"[{'text': 'DJIA', 'indices': [0, 5]}, {'text': 'CASH', 'indices': [10, 15]}]"
Tue Sep 13 18:14:38 +0000 2022,Nostradamus,False,False,1569751422098612224," When you have done your technical research and know the resistance and support, -1000 point $DJIA drops don't have you under their control, praying for a broker to come on TV and give you hope. 

Please stay ahead of wall street. https://t.co/XFF1is9PHl",en,2,,Twitter for iPhone, https://twitter.com/RareSterling/status/1569751422098612224/photo/1;,,,,"[{'text': 'DJIA', 'indices': [94, 99]}]"
Tue Sep 13 12:38:20 +0000 2022,Mandi,False,False,1569666791609081864,700 dollar 1 min candle on the #DJIA .. beautiful .. ah good times are back  https://t.co/BCPNzMbKAI,en,32,,Twitter Web App, https://twitter.com/MPX_Trader/status/1569666791609081864/photo/1;,,, DJIA;,
Tue Sep 13 07:33:44 +0000 2022,Alex,False,False,1569590135091593216,10yr spike fluctuations in drivers of the debt market. Priced in stock move down 300+DJIA today if it persists https://t.co/qSHVyQbpRZ,en,1,,Twitter for iPhone, https://twitter.com/Alex66231305/status/1569590135091593216/photo/1;,,,,
Wed Sep 14 00:42:54 +0000 2022,Ninaad Deshmukh,False,False,1569849134605078529,"#DJIA - Daily chart suggests today's fall is actually a ""Bear Trap"" (Price can go a little down), so expect reversal

Ninad Indicator(NI) is in strong Bullish Divergence &amp; @ imp/sup level of 50

This is a Double Bottom Bullish NI divergence pattern

#DJI #SPX #beartrap #NinadInd https://t.co/WLGy8czotC",en,9,1,Twitter Web App, https://twitter.com/Ninad_Indicator/status/1569849134605078529/photo/1;,,, DJIA; DJI; SPX; beartrap; NinadInd;,
Tue Sep 13 19:45:27 +0000 2022,"Favilo, CFA | Journey to Wealth",False,False,1569774279318982656,"#DowJones #HeadandShoulders 
#Bearish $DJIA #DJIA 
CMP 31050
Target comes to 27000, earlier low 29650 https://t.co/FAYdFbnA7h",en,11,1,Twitter for iPhone, https://twitter.com/FaviloF/status/1569774279318982656/photo/1;,,, DowJones; HeadandShoulders; Bearish; DJIA;,"[{'text': 'DJIA', 'indices': [38, 43]}]"
Tue Sep 13 19:28:51 +0000 2022,Hatepopcountry,False,False,1569770101611630596,DJIA down over 14% ytd.  Inflation continues!   @JoeBiden @POTUS sucks !  His administration is crushing our economy with his stupid policies!,en,1,1,Twitter for iPhone,, JoeBiden; POTUS;,,,
Thu Sep 15 20:05:11 +0000 2022,Mace News,False,False,1570504020216938499,US stocks prelim closes: DJIA -0.56%/-173.21; S&amp;P -1.13%/-44.66; Nasdaq -1.43%/-167.32 #USstocks #markets,en,1,1,Twitter Web App,,,, USstocks; markets;,
Fri Sep 16 01:22:13 +0000 2022,"Gabriel L, Pharm.D.,BCPS",False,False,1570583802136887296,$SPX $NDX $DJIA $RUT: $EVGO #EVGO #stocks #stockstowatch #StokeCity #stockmarkets added to watch list https://t.co/gbh5Tpqo3z,en,,,Twitter Web App, https://twitter.com/Appearcomplex/status/1570583802136887296/photo/1;,,, EVGO; stocks; stockstowatch; StokeCity; stockmarkets;,"[{'text': 'SPX', 'indices': [0, 4]}, {'text': 'NDX', 'indices': [5, 9]}, {'text': 'DJIA', 'indices': [10, 15]}, {'text': 'RUT', 'indices': [16, 20]}, {'text': 'EVGO', 'indices': [22, 27]}]"
Sat Sep 10 01:59:08 +0000 2022,David Kass,False,False,1568418765695774723,"2022 YTD (Saturday, September 10)
    Berkshire Hathaway  -4.6%
    DJIA                              -11.5%
    S&amp;P 500                      -14.7%
    Nasdaq                         -25.7%   
    ARKK                            -52.9%
    Bitcoin                          -54.1%",en,17,2,Twitter Web App,,,,,
Mon Sep 12 15:51:49 +0000 2022,$,False,False,1569353093925720065,"$DJIA M15 $CASH
Hope for the bears https://t.co/fRPwZydCnu",en,24,,Twitter Web App, https://twitter.com/JoeChartingStar/status/1569353093925720065/photo/1;,,,,"[{'text': 'DJIA', 'indices': [0, 5]}, {'text': 'CASH', 'indices': [10, 15]}]"
Sun Sep 11 14:00:03 +0000 2022,THE DIVIDEND DOMINATOR ,False,False,1568962578197405697,"September is the stock market's worst-performing month.

Since 1950, the Dow Jones Industrial Average (DJIA) has averaged a decline of 0.8% in September, while the S&amp;P 500 has averaged a 0.5% decline.

Nothing better than a stock market sale!",en,40,2,Tweet Hunter Pro,,,,,
Fri Sep 16 01:05:00 +0000 2022,Hanlire,False,False,1570579472474161157,DJIA down 0.56% to 30961.82  DataTalk https://t.co/gmrrAUFMls,en,,,WordPress.com,,, https://hanlire.com/djia-down-0-56-to-30961-82-information-discuss/;,,
Tue Sep 13 18:25:16 +0000 2022,B2Investor,False,False,1569754100350259204,#DJIA base case scenario intact for now https://t.co/XcaYMAB1Ta,en,1,,Twitter Web App, https://twitter.com/B2Investor/status/1569754100350259204/photo/1;,,, DJIA;,
Thu Sep 15 19:51:33 +0000 2022,"Ed Wijaranakula, Ph.D.",False,False,1570500587783073792,"The U.S. economy could be landing in a DITCH for the third quarter in a row, according to the latest Atlanta Fed data.  Meanwhile, $SPX is heading downward to retest BEAR MARKET territory at 3,854.90!  $SPY #DJIA $DIA #DOW #NASDAQ $QQQQ $VIX #RECESSION #INFLATION https://t.co/cQBNZReV95",en,3,1,Twitter Web App, https://twitter.com/wijaranakula/status/1570500587783073792/photo/1;,,, DJIA; DOW; NASDAQ; RECESSION; INFLATION;,"[{'text': 'SPX', 'indices': [134, 138]}, {'text': 'SPY', 'indices': [205, 209]}, {'text': 'DIA', 'indices': [216, 220]}, {'text': 'QQQQ', 'indices': [234, 239]}, {'text': 'VIX', 'indices': [240, 244]}]"
Wed Sep 14 20:03:25 +0000 2022,ShortSeller,False,False,1570141188027564034,"$SPY Pattern Matching fwiw!! the days high at noon was 39620 and we rug pulled the afternoon back to the 394's - I'll take this as a win- but since no follows,  RT's and less then a handful of likes I am thinking Fintwit doesnt want this...so likely kill it https://t.co/x9Ll0oFjAU",en,30,1,Twitter Web App, https://twitter.com/ShortsellerST/status/1570141188027564034/photo/1;,,,,"[{'text': 'SPY', 'indices': [0, 4]}]"
Tue Sep 13 15:06:05 +0000 2022,$,False,False,1569703974093070337,"$DJIA M15 $CASH
Are u enjoying it?  https://t.co/bclfZop9Db",en,23,,Twitter Web App, https://twitter.com/JoeChartingStar/status/1569703974093070337/photo/1;,,,,"[{'text': 'DJIA', 'indices': [0, 5]}, {'text': 'CASH', 'indices': [10, 15]}]"
Thu Sep 15 12:35:05 +0000 2022,Chartist,False,False,1570390749405118464,#US30 DJIA (M) update https://t.co/gXXfcRqDEX,en,1,,Twitter Web App, https://twitter.com/diamondsforex/status/1570390749405118464/photo/1;,,, US30;,
Thu Sep 15 19:22:53 +0000 2022,Nanny Doonan,False,False,1570493374880419841,"Who will take the bigger L Today 

Guardians or DJIA",en,,,Twitter for iPhone,,,,,
Wed Sep 14 13:14:54 +0000 2022,B2Investor,False,False,1570038381924569089,it looks precarious #DJIA https://t.co/8bo7HJQ2jK,en,,,Twitter Web App, https://twitter.com/B2Investor/status/1570038381924569089/photo/1;,,, DJIA;,
Thu Sep 15 10:39:16 +0000 2022,Stock Pattern Pros,False,False,1570361600103813123,"We love pattern matching  @ShortsellerST 
On the left was the DJIA pattern that followed the next few days after the last 1000 point drop. Lets see if it repeats once again shown on the right https://t.co/RG7YD6JOMu",en,4,,Twitter for Android, https://twitter.com/StockPatternPro/status/1570361600103813123/photo/1;, ShortsellerST;,,,
Thu Sep 15 23:57:26 +0000 2022,BostonSoldierOfGod,False,False,1570562468342267908,I think we are ready for $RYTPX to hit 75 by EOY. A huge breakout is coming (all fractals are lined up tight.) @GuggenheimPtnrs @ScottMinerd $ES_F #forex $DJIA $SPX https://t.co/jDdjrMJcjQ,en,,,Twitter for iPhone, https://twitter.com/BostonRoca/status/1570562468342267908/photo/1;, GuggenheimPtnrs; ScottMinerd;,, forex;,"[{'text': 'RYTPX', 'indices': [25, 31]}, {'text': 'ES_F', 'indices': [141, 146]}, {'text': 'DJIA', 'indices': [154, 159]}, {'text': 'SPX', 'indices': [160, 164]}]"
Thu Sep 15 14:02:47 +0000 2022,MarketWatch,False,False,1570412820503883776,"Goldman, JPMorgan in lead as Dow reverses early skid to post triple-digit gain https://t.co/uhjseriTFk",en,9,2,MarketWatch,,, https://on.mktw.net/3BKbbWw;,,
Wed Sep 14 18:17:22 +0000 2022,"Favilo, CFA | Journey to Wealth",False,False,1570114497766899716,Breakdown coming #DJIA $DJIA #DowJones https://t.co/c3WkCAqKg6,en,6,,Twitter for iPhone, https://twitter.com/FaviloF/status/1570114497766899716/photo/1;,,, DJIA; DowJones;,"[{'text': 'DJIA', 'indices': [23, 28]}]"
Tue Sep 13 19:57:57 +0000 2022,Celtic Crab,False,False,1569777423264382976,DJIA Down Nearly 1300 points &amp; #PedoHitler takes a 'Victory Lap?',en,2,2,Twitter Web App,,,, PedoHitler;,
Thu Sep 15 19:34:44 +0000 2022,#Banknifty #Nifty #INTRADAY Murtuza,False,False,1570496357542293505,"Expecting close below 30800
#DowJones  #djia https://t.co/lhz3m7OIlk",en,,,Twitter for Android, https://twitter.com/liveintra/status/1570496357542293505/photo/1;,,, DowJones; djia;,
Thu Sep 15 20:16:09 +0000 2022,"Ed Wijaranakula, Ph.D.",False,False,1570506777648832513,"The U.S. economy could be landing in a DITCH for the third quarter in a row, according to the latest Atlanta Fed data.  Meanwhile, $SPX is heading downward to retest BEAR MARKET territory at 3,854.90!  $SPY #DJIA $DIA #DOW #NASDAQ $QQQQ $VIX #RECESSION #INFLATION https://t.co/G4wvPn3u71",en,2,,Twitter Web App, https://twitter.com/wijaranakula/status/1570506777648832513/photo/1;,,, DJIA; DOW; NASDAQ; RECESSION; INFLATION;,"[{'text': 'SPX', 'indices': [134, 138]}, {'text': 'SPY', 'indices': [205, 209]}, {'text': 'DIA', 'indices': [216, 220]}, {'text': 'QQQQ', 'indices': [234, 239]}, {'text': 'VIX', 'indices': [240, 244]}]"
