Word	composed/anxious	agreeable/hostile	elated/depressed	confident/unsure	clearheaded/confused	energetic/tired
thrilling	0.418	0.0	0.0	0.0	0.0	0.5820000000000001
thriving	0.0	0.0	0.0	0.297	0.0	0.7030000000000001
thwarted	0.0	-1.0	0.0	0.0	0.0	0.0
tight	-0.451	0.0	0.0	0.43600000000000005	0.023	0.09
tinny	0.0	0.0	0.0	-1.0	0.0	0.0
tireless	0.0	0.0	0.0	1.0	0.0	0.0
tolerant	0.579	0.309	0.0	0.0	0.111	0.0
tore	0.0	-1.0	0.0	0.0	0.0	0.0
touching	0.0	0.0	-0.631	0.369	0.0	0.0
tough	-0.03	0.0	-0.012	0.9580000000000001	0.0	0.0
tragic	0.0	0.0	-1.0	0.0	0.0	0.0
tranquil	1.0	0.0	0.0	0.0	0.0	0.0
transformational	0.0	0.0	0.0	1.0	0.0	0.0
transparent	0.0	0.0	0.0	0.053	0.9470000000000001	0.0
traumatized	0.0	0.0	0.0	0.0	0.0	-1.0
trembling	0.0	0.0	0.0	-1.0	0.0	0.0
trivial	0.0	0.0	0.0	-1.0	0.0	0.0
troubled	-0.239	0.0	0.0	0.0	-0.554	-0.207
trustworthy	0.0	0.591	0.0	0.27399999999999997	0.135	0.0
tyrannous	0.0	0.0	0.0	1.0	0.0	0.0
unable	0.0	0.0	0.0	-0.472	-0.158	-0.37
unacceptable	0.0	0.0	-0.086	-0.914	0.0	0.0
unafraid	0.0	0.0	0.0	1.0	0.0	0.0
unarmed	0.521	0.0	0.0	-0.479	0.0	0.0
unclear	0.0	0.0	0.0	-0.778	-0.222	0.0
uncomfortable	-0.7649999999999999	0.0	0.0	-0.075	-0.083	-0.078
unconvincing	0.0	0.0	0.0	-1.0	0.0	0.0
uncouth	0.0	-1.0	0.0	0.0	0.0	0.0
undecided	-1.0	0.0	0.0	0.0	0.0	0.0
undefeated	0.0	0.0	1.0	0.0	0.0	0.0
understanding	0.08199999999999999	0.9189999999999999	0.0	0.0	0.0	0.0
uneventful	1.0	0.0	0.0	0.0	0.0	0.0
unfair	0.0	0.0	0.0	-1.0	0.0	0.0
unforgettable	0.0	0.0	0.0	1.0	0.0	0.0
unfortunate	0.0	0.0	-1.0	0.0	0.0	0.0
unfulfilled	0.0	0.0	0.0	-1.0	0.0	0.0
ungrateful	-1.0	0.0	0.0	0.0	0.0	0.0
unhappy	-0.258	-0.081	-0.48300000000000004	0.0	-0.154	-0.024
unintelligible	0.0	0.0	0.0	0.0	-1.0	0.0
unique	-0.033	0.006999999999999999	0.0	0.9279999999999999	0.024	0.008
universal	0.0	0.0	0.0	1.0	0.0	0.0
unobtrusive	0.528	0.165	0.0	0.0	0.307	0.0
unpleasant	0.0	0.0	-1.0	0.0	0.0	0.0
unpredictable	0.0	0.0	0.0	-1.0	0.0	0.0
unpretentious	0.237	0.763	0.0	0.0	0.0	0.0
unreliable	0.0	0.0	0.0	-1.0	0.0	0.0
unresponsive	0.0	0.0	0.0	0.0	0.0	-1.0
unrestrained	-1.0	0.0	0.0	0.0	0.0	0.0
unruffled	1.0	0.0	0.0	0.0	0.0	0.0
unsafe	-0.40399999999999997	0.0	0.0	-0.596	0.0	0.0
unsatisfactory	0.0	0.0	0.0	-1.0	0.0	0.0
unscrupulous	0.0	0.0	0.0	1.0	0.0	0.0
unsecured	0.0	0.0	0.0	-1.0	0.0	0.0
unselfish	0.0	1.0	0.0	0.0	0.0	0.0
unsettled	0.0	0.0	0.0	0.0	0.0	-1.0
unsettling	0.0	0.0	0.0	1.0	0.0	0.0
unstable	-0.113	0.0	0.0	-0.6890000000000001	0.0	-0.19899999999999998
unsteady	0.0	0.0	0.0	-1.0	0.0	0.0
unstrung	-1.0	0.0	0.0	0.0	0.0	0.0
untenable	0.0	0.0	0.0	-1.0	0.0	0.0
upbeat	0.068	0.27399999999999997	0.08199999999999999	0.027000000000000003	0.13699999999999998	0.41200000000000003
uplifting	0.0	0.0	-0.212	0.114	0.0	0.674
upright	0.0	0.0	0.0	0.593	0.0	0.40700000000000003
upset	-0.016999999999999998	-0.786	-0.036000000000000004	0.0	-0.149	-0.012
useful	0.0	0.029	0.0	0.542	0.327	0.103
useless	0.0	0.0	-0.027999999999999997	-0.971	0.0	0.0
vacant	1.0	0.0	0.0	0.0	0.0	0.0
vacillating	0.0	0.0	0.0	-1.0	0.0	0.0
vague	0.0	0.0	0.0	-0.96	-0.039	0.0
vain	0.0	0.0	0.0	-1.0	0.0	0.0
valiant	0.0	0.0	0.0	1.0	0.0	0.0
valuable	0.0	0.0	0.0	0.795	0.158	0.047
vaporish	-1.0	0.0	0.0	0.0	0.0	0.0
variable	0.0	0.0	0.0	-1.0	0.0	0.0
vengeful	0.0	-1.0	0.0	0.0	0.0	0.0
versatile	0.002	0.005	0.0	0.9740000000000001	0.019	0.002
vexed	0.0	-1.0	0.0	0.0	0.0	0.0
vibrant	0.011000000000000001	0.019	0.003	0.465	0.004	0.49899999999999994
vigilant	0.0	0.0	0.0	0.098	0.057999999999999996	0.8440000000000001
vile	0.0	0.0	0.0	-1.0	0.0	0.0
violated	0.0	-1.0	0.0	0.0	0.0	0.0
violent	-0.27899999999999997	-0.584	-0.13699999999999998	0.0	0.0	0.0
virile	0.0	0.0	0.0	1.0	0.0	0.0
vivacious	0.0	1.0	0.0	0.0	0.0	0.0
vivid	0.0	0.0	0.0	0.474	0.0	0.527
vocal	0.0	0.0	0.0	0.28600000000000003	0.0	0.715
volatile	-0.38799999999999996	0.0	0.0	-0.612	0.0	0.0
vulnerable	-0.108	0.0	-0.035	-0.767	0.0	0.0
wakeful	-1.0	0.0	0.0	0.0	0.0	0.0
warlike	0.0	0.0	0.0	1.0	0.0	0.0
warm	0.10700000000000001	0.8380000000000001	0.006999999999999999	0.024	0.015	0.003
watchful	-1.0	0.0	0.0	0.0	0.0	0.0
watery	0.0	0.0	0.0	-1.0	0.0	0.0
weakening	0.0	0.0	0.0	-1.0	0.0	0.0
wealthy	0.0	0.0	0.0	1.0	0.0	0.0
wearied	0.0	0.0	0.0	0.0	0.0	-1.0
welcome	0.873	0.052000000000000005	0.0	0.07400000000000001	0.0	0.0
welcomed	0.612	0.38799999999999996	0.0	0.0	0.0	0.0
welcoming	0.042	0.925	0.003	0.0	0.022	0.009000000000000001
wicked	0.0	0.0	0.0	-1.0	0.0	0.0
wild	0.0	-0.714	-0.209	0.077	0.0	0.0
willing	-0.183	0.639	0.004	0.062	0.0	0.11100000000000002
wise	0.009000000000000001	0.02	0.0	0.857	0.113	0.0
withdrawn	0.0	0.0	-1.0	0.0	0.0	0.0
witty	0.0	0.0	0.257	0.0	0.0	0.743
wobbly	0.0	0.0	0.0	-1.0	0.0	0.0
wonderful	0.133	0.457	-0.025	0.253	0.11900000000000001	0.013000000000000001
worn	0.0	0.0	0.0	-0.027000000000000003	0.0	-0.974
worried	-0.512	-0.21600000000000003	-0.059000000000000004	0.0	-0.156	-0.057
worthy	0.0	0.0	0.0	1.0	0.0	0.0
wrong	0.0	0.0	-0.335	0.615	-0.05	0.0
wrought	-1.0	0.0	0.0	0.0	0.0	0.0
young	-0.004	0.027	0.019000000000000003	0.768	-0.023	0.117
youthful	0.0	0.0	0.0	0.8490000000000001	0.0	0.151
zany	0.0	0.0	1.0	0.0	0.0	0.0
zealous	0.0	0.0	0.0	0.0	0.0	1.0
